PUBLICATION_ID|YEAR|PUBLICATION_NUMBER|TITLE_FRENCH|TITLE_ENGLISH|URL_FRENCH|URL_ENGLISH|DATE_PUBLISHED|PDF|TAXONOMY|SERIES|DESCRIPTION_E|DESCRIPTION_F|URL_INUKTITUT
12120|2011|2011/061|Le dernier feu de circulation sur le plateau néo-écossais pour 2009 2010 : la crevette
|The Last Traffic Light on the Scotian Shelf: Shrimp 2009-2010
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_061-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_061-eng.html|08-SEP-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12158|2011|2011/011|Rapport de 2011 sur la fermeture spatiotemporelle de la pêche du pétoncle destinée à réduire les captures accessoires de limande à queue sur le banc Georges
|Update for Scallop Fishery Area/Time Closure to Reduce Yellowtail Flounder By-catch on Georges Bank In 2011
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ScR-RS/2011/2011_011-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ScR-RS/2011/2011_011-eng.html|03-OCT-11|||6|Oceans Habitat, Nature and Environment, Natural Habitats, Wildlife, Oceanography, Healthy & Productive Aquatic Ecosystem (HAPAE), Yellowtail Flounder, Limanda ferruginea|Océans Habitat, Nature et environnement, Habitat naturel, faune, Océanographie, Écosystèmes aquatiques sains et productifs (EASP), limande à queue jaune, Limanda ferruginea|
12160|2011|2011/027|Réunion de consultation scientifique zonale du Comité national d'examen par des pairs sur les mammifères marins (CNEPMM) : Calcul du niveau des récoltes durables du narval de la baie de Baffin ; le 1 avril 2011
|Zonal Advisory Meeting of the National Marine Mammal Peer Review Committee (NMMPRC): Baffin Bay Narwhal - Population level sustainable harvest calculation; April 1, 2011
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_027-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_027-eng.html|05-OCT-11|||3|||
12162|2010|2010/008|Réunion du processus de consultation scientifique régional (PCSR) de Terre-Neuve-et-du-Labrador sur le crabe des neiges et le pétoncle d'Islande ; du 24 au 26 février 2010
|Meeting of the Newfoundland and Labrador Regional Advisory Process (RAP) on Snow Crab and Iceland Scallop; February 24-26, 2010
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2010/2010_008-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2010/2010_008-eng.html|06-OCT-11|||3|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|
12171|2011|2011/059|Évaluation du stock de pétoncle (Placopecten magellanicus) du banc Georges 
|Assessment of Georges Bank Scallops (Placopecten magellanicus)
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_059-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_059-eng.html|14-OCT-11|||7|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12072|2011|2011/043|Évaluation du potentiel de rétablissement de l'unité désignable des maritimes de la plie canadienne (Hippoglossoides platessoides)
|Recovery Potential Assessment of the Maritime Designatable Unit of American Plaice (Hippoglossoides platessoides)
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_043-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_043-eng.html|10-AUG-11|||7|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), American Plaice, Hippoglossoides platessoides|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), plie canadienne, Hippoglossoides platessoides|
12086|2011|2011/007|Compte rendu du processus de consultation scientifique régional sur l'évaluation du potentiel de rétablissement du sucet de lac (Erimyzon sucetta) ; le 9 mars 2011
|Proceedings of the Regional Science Advisory Process on the Recovery Potential Assessment of Lake Chubsucker (Erimyzon sucetta); 9 March 2011
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_007-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_007-eng.html|24-AUG-11|||3|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), Lake Chubsucker, Erimyzon sucetta|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), Sucet de lac, Erimyzon sucetta|
12088|2010|2010/018|Séquence des effets entre les poissons à nageoires et les bivalves sauvages et d'élevage au Canada : facteurs et interactions potentiels ayant un impact sur la transmission bidirectionnelle de pathogènes
|Pathway of effects between wild and farmed finfish and shellfish in Canada: Potential factors and interactions impacting the bi-directional transmission of pathogens
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2010/2010_018-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2010/2010_018-eng.html|26-AUG-11|||4|Aquaculture, Economics and Industry, Nature and Environment, Culture of aquatic animals or plants, Aquatic agriculture, Aquiculture, Agriculture, Fish farming, Sustainable Fisheries and Aquaculture (SFA)|Aquaculture, Économie et Industrie, Nature et environnement, Culture d'espèces aquatiques, animales ou végétales, Activité aquacole, Aquiculture, Élevage aquacole, Agriculture, Pisciculture, Pêches et aquaculture durables (PAD)|
12089|2011|2011/012|Construction d'un modèle d'évaluation des stocks de crevettes (Pandalus borealis) au large de Terre-Neuve-et-Labrador en utilisant d'abord un modèle Bayésien de production 
|Construction of an assessment model for the shrimp (Pandalus borealis) stock off Newfoundland and Labrador using a Bayesian production model, first approach 
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_012-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_012-eng.html|26-AUG-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12090|2011|2011/025|Sources de biais et d'incertitudes en ce qui concerne la composition du régime alimentaire du phoque : analyse des parties dures et des acides gras
|Sources of Bias and Uncertainty in Seal Diet Composition: Hard Part and Fatty Acid Analysis
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_025-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_025-eng.html|26-AUG-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12095|2011|2011/055|Estuaire de la Musquash : Proposition de cadre de surveillance de la zone de protection marine (ZPM) et de la zone intertidale administrée par Pêches et Océans Canada
|Musquash Estuary: A Proposed Monitoring Framework for the Marine Protected Area (MPA) and Intertidal Area Administered (AIA) by Fisheries and Oceans Canada 
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_055-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_055-eng.html|26-AUG-11|||4|Oceans Habitat, Nature and Environment, Natural Habitats, Wildlife, Oceanography, Healthy & Productive Aquatic Ecosystem (HAPAE)|Océans Habitat, Nature et environnement, Habitat naturel, faune, Océanographie, Écosystèmes aquatiques sains et productifs (EASP)|
12097|2011|2011/035|Indicateurs, protocoles et stratégies de surveillance pour la zone de protection marine du champ hydrothermal Endeavour
|Endeavour Hydrothermal Vents Marine Protected Area Monitoring Indicators, Protocols and Strategies
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_035-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_035-eng.html|29-AUG-11|||7|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), Oceans Habitat, Nature and Environment, Natural Habitats, Wildlife, Oceanography, Healthy & Productive Aquatic Ecosystem (HAPAE), Framework|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), Océans Habitat, Nature et environnement, Habitat naturel, faune, Océanographie, Écosystèmes aquatiques sains et productifs (EASP), Évaluation cadre|
12100|2011|2011/016|Évaluation préliminaire des impacts de la prédation par le phoque gris, (Halichoerus grypus), sur l'écosystème 4T et des effets possible d'un abattage sur le rétablissement des stocks de morue (Gadus morhua)
|A preliminary evaluation of the impacts of Grey Seal, (Halichoerus grypus), predation on the 4T ecosystem and possible effects of their removal on cod (Gadus morhua) recovery
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_016-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_016-eng.html|29-AUG-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12065|2010|2010/108|Évaluation des risques de la nasse de Nouvelle-Zélande (Potamopyrgus antipodarum) au Canada 
|Risk assessment for New Zealand mud snail (Potamopyrgus antipodarum) in Canada 
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2010/2010_108-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2010/2010_108-eng.html|28-JUL-11|||4|Aquatic Invasive species (AIS), Non-native species, Alien Invasive Species, Healthy & Productive Aquatic Ecosystem (HAPAE)|Espèces aquatiques envahissantes (EAE), espèces étrangères, Espèces exotiques envahissantes, Écosystèmes aquatiques sains et productifs (EASP)|
12078|2011|2011/034|Compte rendu de l'examen scientifique par les pairs concernant l'évaluation de la stratégie de gestion de la goberge de la composante Ouest (4Xopqrs5); 9-10 mai 2011|Proceedings of the Western Component Pollock (4Xopqrs5) Management Strategy Evaluation Science Peer Review; 9-10 May 2011|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_034-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_034-eng.html|16-AUG-11|||3|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA) Pollock, Pollachius virens|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA) Pollock, Pollachius virens|
12087|2011|2011/013|Une expérience contrôlée (St-rawman draft) pour vérifier l'impact de l'enlèvement de phoques gris sur la mortalité de la morue du sud du golfe
|A Controlled Experiment (Strawman draft) to Test the Impact of Removals of Grey Seals on the Mortality of Southern Gulf Cod
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_013-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_013-eng.html|24-AUG-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12132|2011|2011/048|Information à l'appui de l'évaluation du potentiel de rétablissement du sucet de lac (Erimyzon sucetta) au Canada
|Information in support of a Recovery Potential Assessment of Lake Chubsucker (Erimyzon sucetta) in Canada
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_048-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_048-eng.html|14-SEP-11|||4|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), Lake Chubsucker, Erimyzon sucetta|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), Sucet de lac, Erimyzon sucetta|
12122|2011|2011/011|Processus de consultation scientifique régional du Pacifique pour l'examen du sébaste aux yeux jaunes (Sebastes ruberrimus) ; le 22 septembre 2010
|Regional Science Advisory Process on the Pacific Review of Yelloweye Rockfish (Sebastes ruberrimus); September 22, 2010
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_011-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_011-eng.html|09-SEP-11|||3|Framework, Sablefish, Anoplopoma fimbria|Évaluation cadre, morue charbonnière, Anoplopoma fimbria|
12125|2011|2011/037|Processus consultatif scientifique régional sur l'examen du plan de suivi écologique de la zone de protection marine Estuaire du Saint-Laurent ; du 3 au 5 mai 2011
|Regional Science Advisory Process on the Review of the St. Lawrence Estuary Marine Protected Area Ecological Monitoring Plan; May 3-5, 2011
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_037-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_037-eng.html|13-SEP-11|||3|Oceans Habitat, Nature and Environment, Natural Habitats, Wildlife, Oceanography, Healthy & Productive Aquatic Ecosystem (HAPAE)|Océans Habitat, Nature et environnement, Habitat naturel, faune, Océanographie, Écosystèmes aquatiques sains et productifs (EASP)|
12154|2011|2011/038|Compte rendu de la réunion du Processus consultatif scientifique de la Région des Maritimes au sujet du potentiel de rétablissement de la pholade tronquée (Barnea truncate)
|Proceedings of the Maritimes Region Science Advisory Process on the Recovery Potential Assessment of Atlantic Mud-piddock (Barnea truncate); September 30 - 1 October 2010

|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_038-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_038-eng.html|03-OCT-11|||3|||
12159|2011|2011/076|Évaluation de l'état du stock de morue (Gadus morhua) dans la sous division 3Ps de l'OPANO en 2010

|Assessing the status of the cod (Gadus morhua) stock in NAFO Subdivision 3Ps in 2010
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_076-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_076-eng.html|03-OCT-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA), Atlantic Cod, Gadus morhua|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA), Atlantic Cod, Gadus morhua|
12163|2011|2011/030|Examen préalable à l'évaluation du COSEPAC sur le flétan de l'Atlantique (Hippoglossus hippoglossus) du plateau néo-écossais et du sud des Grands Bancs (div. 3NOPs4VWX5Zc) ainsi que du golfe du Saint-Laurent, dans la Régions de Terre-Neuve-et-Labrador, et dans celle du Centre et de l'Arctique

|Pre-COSEWIC Review of Atlantic Halibut (Hippoglossus hippoglossus) on the Scotian Shelf and Southern Grand Banks (Divs. 3NOPs4VWX5Zc), Gulf of St. Lawrence (Divs. 4RST), Newfoundland and Labrador, and Central and Arctic
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_030-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_030-eng.html|06-OCT-11|||4|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), Atlantic Halibut, Hippoglossus hippoglossus|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), Flétan Atlantique, Hippoglossus hippoglossus|
12079|2010|2010/030|Processus de consultation scientifique régional sur l'examen des prévisions d'avant-saison concernant le saumon rouge du fleuve Fraser; le 9 mars 2010|Regional Science Advisory Process on the Review of pre-season Fraser River Sockeye forecasts; March 9, 2010|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2010/2010_030-fra.htm|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2010/2010_030-eng.htm|18-AUG-11|||3|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA) Sockeye Salmon, Oncorhynchus nerka|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA) Sockeye Salmon, Oncorhynchus nerka|
12137|2011|2011/009|Protocoles en cas de rencontre visant à éviter les dommages aux écosystèmes marins vulnérables : examen global des expériences jusqu'en 2010
|Encounter Protocols for Avoidance of Harm to Vulnerable Marine Ecosystems: A global review of experience to 2010
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_009-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_009-eng.html|21-SEP-11|||4|||
12110|2011|2011/026|Évaluation du potentiel de rétablissement de la morue franche (Gadus morhua) de l'unité désignable du Nord Laurentien (3Pn, 4RS et 3Ps)
|Recovery Potential Assessment for Laurentian North Designatable Units (3Pn, 4RS and 3Ps) of Atlantic Cod (Gadus morhua)
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_026-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_026-eng.html|06-SEP-11|||7|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA), Atlantic Cod, Gadus morhua|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD), morue franche, Gadus morhua|
12138|2011|2011/025|Réunion de consultation scientifique zonale du Comité national d'examen par des pairs sur les mammifères marins (CNEPMM) : Avis sur un modèle d'attribution des prélèvements aux communautés afin de répartir les prises de narvals de la baie de Baffin; le 6 mai 2011
|Zonal Advisory Meeting of the National Marine Mammal Peer Review Committee (NMMPRC): Advice on a community allocations model for harvesting Baffin Bay Narwhal; May 6, 2011
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_025-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_025-eng.html|23-SEP-11|||3|||
12172|2011|2011/040|Mortalité naturelle de la morue du sud du golfe du Saint-Laurent (Gadus morhua) et biomasse projetée
|Natural mortality and projected biomass of southern Gulf of St. Lawrence cod (Gadus morhua)
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_040-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_040-eng.html|14-OCT-11|||4|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE), Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA),Atlantic Cod, Gadus morhua |Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP), Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD), morue franche, Gadus morhua|
12174|2011|2011/044|Processus consultatif scientifique zonal sur l'évaluation du potentiel de rétablissement du sébaste d'Acadie (Sebastes fasciatus) de l'unité désignable du Canada atlantique et du sébaste atlantique (S. mentella) des unités désignables du golfe du Saint-Laurent/chenal laurentien et du nord ; les 8 et 9 mars 2011
|Zonal Advisory Process on the Recovery Potential Assessment of Acadian Redfish (Sebastes fasciatus), Atlantic Canada Designatable Unit (DU) and Deepwater redfish (S. mentella), Northern and Gulf of St. Lawrence - Laurentian Channel DUs; March 8-9, 2011
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_044-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_044-eng.html|20-OCT-10|||3|Species at risk, Species at Risk Act (SARA), Nature and Environment, Endangered species, environmental protection, wildlife protection, Healthy & Productive Aquatic Ecosystem (HAPAE)|Espèce en péril, Loi sur les espèces en péril (LEP), Nature et environnement, espèce manacée, protection de l'environnement, protection des espèces naturelles, Écosystèmes aquatiques sains et productifs (EASP)|
12183|2010|2010/024|La modification physique de l'habitat par l'aquaculture comme facteur de stress écosystémique 
|Aquaculture-related physical alterations of habitat structure as ecosystem stressors 
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2010/2010_024-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2010/2010_024-eng.html|08-NOV-11|||4|Aquaculture, Economics and Industry, Nature and Environment, Culture of aquatic animals or plants, Aquatic agriculture, Aquiculture, Agriculture, Fish farming, Sustainable Fisheries and Aquaculture (SFA)|Aquaculture, Économie et Industrie, Nature et environnement, Culture d'espèces aquatiques, animales ou végétales, Activité aquacole, Aquiculture, Élevage aquacole, Agriculture, Pisciculture, Pêches et aquaculture durables (PAD)|
12195|2011|2011/085|Points de référence limites conformes à l'approche de précaution pour la morue franche (Gadus morhua) des divisions 4X5Yb et 5Zjm de l'OPANO
|Precautionary Approach Limit Reference Points for Atlantic Cod (Gadus morhua) in NAFO Divisions 4X5Yb and 5Zjm
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_085-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_085-eng.html|18-NOV-11|||4|Framework, Atlantic Cod, Gadus morhua|Évaluation cadre, morue franche, Gadus morhua|
12202|2011|2011/083|Relevés sentinelles 1995-2010 : prises par unité d'effort (CPUE) dans la sous-division 3Ps de l'OPANO
|Sentinel surveys 1995-2010: Catch per unit effort (CPUE) in NAFO Subdivision 3Ps
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_083-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_083-eng.html|29-NOV-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12063|2011|2011/026|Processus consultatif scientifique régional portant l'examen des résultats préliminaires du relevé multidisciplinaire de poissons de fond et de crevette d'août 2010 dans l'estuaire et le nord du golfe du Saint-Laurent ; le 13 octobre 2010
|Regional Science Advisory Process on the review of the preliminary results from the groundfish and shrimp multidisciplinary survey in August 2010 in the Estuary and Northern Gulf of St. Lawrence; October 13, 2010
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_026-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/Pro-Cr/2011/2011_026-eng.html|27-JUL-11|||3|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA)|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD)|
12064|2011|2011/053|Niveaux de référence pour la mortalité de l'anguille d'Amérique (Anguilla rostrata) et application pour l'évaluation des répercussions cumulatives des activités anthropogéniques
|Mortality reference points for the American Eel (Anguilla rostrata) and an application for evaluating cumulative impacts of anthropogenic activities
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_053-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_053-eng.html|28-JUL-11|||4|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA), American Eel, Anguilla rostrata|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD), Anguille d'Amérique, Anguilla rostrata|
12069|2011|2011/025|Procédures de gestion de la pêche à la morue charbonnière (Anoplopoma fimbria) à l'aide de divers engins de pêche en Colombie-Britannique, Canada
|Management procedures for the multi-gear sablefish (Anoplopoma fimbria) fishery in British Columbia, Canada
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_025-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_025-eng.html|05-AUG-11|||7|Stock status, Stock assessment, Sustainable Fisheries and Aquaculture (SFA), Sablefish, Anoplopoma fimbria|Évaluation des stocks, Évaluation des populations, État des stocks, Pêches et aquaculture durables (PAD), morue charbonnière, Anoplopoma fimbria|
12071|2011|2011/050|Mise à jour sur l'état de la population de phoques du Groenland (Pagophilus groenlandicus) de l'Atlantique Nord-Ouest
|Current Status of Northwest Atlantic Harp Seals, (Pagophilus groenlandicus)
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_050-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_050-eng.html|10-AUG-11|||7|||
12112|2011|2011/034|Évaluation du potentiel de rétablissement (EPR) de la morue franche (Gadus morhua) de l'unité désignable du Sud (divisions 4X5Yb et 5Zjm de l'OPANO)
|Recovery Potential Assessment (RPA) for the Southern Designatable Unit (NAFO Divs. 4X5Yb and 5Zjm) of Atlantic Cod (Gadus morhua)
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_034-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_034-eng.html|06-SEP-11|||7|||
12126|2011|2011/074|Propriétés optiques, chimiques et biologiques de l'océan sur le plateau Terre-Neuvien au cours des années 2009 et 2010

|Optical, chemical, and biological oceanographic conditions on the Newfoundland and Labrador Shelf during 2009 and 2010 
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_074-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_074-eng.html|13-SEP-11|||4|||
12134|2011|2011/065|Résultats des relevés aériens du narval (Monodon monoceros) dans l'inlet de l'Amirauté en août 2010
|Results of narwhal (Monodon monoceros) aerial surveys in Admiralty Inlet, August 2010 
|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_065-fra.html|http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2011/2011_065-eng.html|15-SEP-11|||4|||
12135|2011|2011/035|Scénarios de réduction des populations de phoques gris dans le but de rétablir les stocks de morue dans le sud du golfe du Saint-Laurent
|Grey seal reduction scenarios to restore the southern Gulf of St. Lawrence cod population
